Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,RoundNumber,EventName,Season
0 days 00:23:24.977000,LEC,16,,1.0,1.0,0 days 00:21:25.144000,,,0 days 00:00:47.783000,0 days 00:00:37.692000,,0 days 00:22:47.329000,0 days 00:23:24.977000,211.0,223.0,286.0,189.0,False,SOFT,1.0,True,Ferrari,0 days 00:21:25.144000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:24:56.448000,LEC,16,0 days 00:01:31.471000,2.0,1.0,,,0 days 00:00:29.367000,0 days 00:00:39.067000,0 days 00:00:23.037000,0 days 00:23:54.344000,0 days 00:24:33.411000,0 days 00:24:56.448000,241.0,269.0,286.0,314.0,True,SOFT,2.0,True,Ferrari,0 days 00:23:24.977000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 00:26:49.497000,LEC,16,0 days 00:01:53.049000,3.0,1.0,,0 days 00:26:47.694000,0 days 00:00:35.658000,0 days 00:00:49.179000,0 days 00:00:28.212000,0 days 00:25:32.106000,0 days 00:26:21.285000,0 days 00:26:49.497000,190.0,231.0,,247.0,False,SOFT,3.0,True,Ferrari,0 days 00:24:56.448000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:44:52.882000,LEC,16,,4.0,2.0,0 days 00:43:05.158000,,,0 days 00:00:45.919000,0 days 00:00:29.579000,,0 days 00:44:23.345000,0 days 00:44:52.909000,215.0,218.0,286.0,192.0,False,SOFT,4.0,False,Ferrari,0 days 00:26:49.497000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:46:24.238000,LEC,16,0 days 00:01:31.356000,5.0,2.0,,,0 days 00:00:29.413000,0 days 00:00:39.065000,0 days 00:00:22.878000,0 days 00:45:22.295000,0 days 00:46:01.360000,0 days 00:46:24.238000,239.0,270.0,286.0,315.0,True,SOFT,5.0,False,Ferrari,0 days 00:44:52.882000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 00:48:11.172000,LEC,16,0 days 00:01:46.934000,6.0,2.0,,0 days 00:48:09.380000,0 days 00:00:33.843000,0 days 00:00:45.777000,0 days 00:00:27.314000,0 days 00:46:58.081000,0 days 00:47:43.858000,0 days 00:48:11.172000,209.0,230.0,,253.0,False,SOFT,6.0,False,Ferrari,0 days 00:46:24.238000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:52:57.658000,LEC,16,,7.0,3.0,0 days 00:51:08.067000,,,0 days 00:00:47.622000,0 days 00:00:28.327000,,0 days 00:52:29.349000,0 days 00:52:57.819000,219.0,209.0,286.0,185.0,False,SOFT,1.0,True,Ferrari,0 days 00:48:11.172000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:54:28.590000,LEC,16,0 days 00:01:30.932000,8.0,3.0,,,0 days 00:00:29.355000,0 days 00:00:38.850000,0 days 00:00:22.727000,0 days 00:53:27.013000,0 days 00:54:05.863000,0 days 00:54:28.590000,242.0,271.0,286.0,312.0,True,SOFT,2.0,True,Ferrari,0 days 00:52:57.658000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 00:56:17.533000,LEC,16,0 days 00:01:48.943000,9.0,3.0,,0 days 00:56:15.707000,0 days 00:00:34.668000,0 days 00:00:45.679000,0 days 00:00:28.596000,0 days 00:55:03.258000,0 days 00:55:48.937000,0 days 00:56:17.533000,190.0,232.0,,280.0,False,SOFT,3.0,True,Ferrari,0 days 00:54:28.590000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 01:05:57.048000,LEC,16,,10.0,4.0,0 days 01:04:09.214000,,,0 days 00:00:49.713000,0 days 00:00:25.004000,,0 days 01:05:32.072000,0 days 01:05:57.048000,219.0,214.0,288.0,190.0,False,SOFT,1.0,True,Ferrari,0 days 00:56:17.533000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 01:07:27.779000,LEC,16,0 days 00:01:30.731000,11.0,4.0,,,0 days 00:00:29.199000,0 days 00:00:38.825000,0 days 00:00:22.707000,0 days 01:06:26.247000,0 days 01:07:05.072000,0 days 01:07:27.779000,240.0,270.0,288.0,316.0,True,SOFT,2.0,True,Ferrari,0 days 01:05:57.048000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 01:09:18.262000,LEC,16,0 days 00:01:50.483000,12.0,4.0,,0 days 01:09:16.462000,0 days 00:00:35.570000,0 days 00:00:46.102000,0 days 00:00:28.811000,0 days 01:08:03.349000,0 days 01:08:49.451000,0 days 01:09:18.262000,191.0,211.0,,241.0,False,SOFT,3.0,True,Ferrari,0 days 01:07:27.779000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 01:13:17.410000,LEC,16,,13.0,5.0,0 days 01:11:30.027000,,,0 days 00:00:46.386000,0 days 00:00:28.875000,,0 days 01:12:48.549000,0 days 01:13:17.601000,222.0,206.0,289.0,198.0,False,SOFT,1.0,True,Ferrari,0 days 01:09:18.262000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 01:14:47.968000,LEC,16,0 days 00:01:30.558000,14.0,5.0,,,0 days 00:00:29.115000,0 days 00:00:38.702000,0 days 00:00:22.741000,0 days 01:13:46.525000,0 days 01:14:25.227000,0 days 01:14:47.968000,241.0,270.0,288.0,316.0,True,SOFT,2.0,True,Ferrari,0 days 01:13:17.410000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 01:16:49.398000,LEC,16,0 days 00:02:01.430000,15.0,5.0,,0 days 01:16:45.350000,0 days 00:00:36.213000,0 days 00:00:49.350000,0 days 00:00:35.867000,0 days 01:15:24.181000,0 days 01:16:13.531000,0 days 01:16:49.398000,190.0,190.0,,271.0,False,SOFT,3.0,True,Ferrari,0 days 01:14:47.968000,,12,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:20:27.962000,VER,1,,1.0,1.0,0 days 00:18:41.296000,,,0 days 00:00:48.685000,0 days 00:00:24.760000,,0 days 00:20:03.288000,0 days 00:20:27.966000,184.0,225.0,287.0,186.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:18:41.296000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:21:59.871000,VER,1,0 days 00:01:31.909000,2.0,1.0,,,0 days 00:00:29.437000,0 days 00:00:39.480000,0 days 00:00:22.992000,0 days 00:20:57.399000,0 days 00:21:36.879000,0 days 00:21:59.871000,237.0,270.0,286.0,317.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:20:27.962000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 00:24:18.469000,VER,1,0 days 00:02:18.598000,3.0,1.0,,,0 days 00:00:44.957000,0 days 00:01:05.838000,0 days 00:00:27.803000,0 days 00:22:44.828000,0 days 00:23:50.666000,0 days 00:24:18.469000,143.0,114.0,288.0,245.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:21:59.871000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 00:25:50.254000,VER,1,0 days 00:01:31.785000,4.0,1.0,,,0 days 00:00:29.422000,0 days 00:00:39.518000,0 days 00:00:22.845000,0 days 00:24:47.891000,0 days 00:25:27.409000,0 days 00:25:50.254000,237.0,270.0,288.0,321.0,True,SOFT,4.0,True,Red Bull Racing,0 days 00:24:18.469000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 00:27:32.198000,VER,1,0 days 00:01:41.944000,5.0,1.0,,0 days 00:27:30.411000,0 days 00:00:32.247000,0 days 00:00:42.114000,0 days 00:00:27.583000,0 days 00:26:22.501000,0 days 00:27:04.615000,0 days 00:27:32.198000,221.0,258.0,,256.0,False,SOFT,5.0,True,Red Bull Racing,0 days 00:25:50.254000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:44:24.478000,VER,1,,6.0,2.0,0 days 00:42:32.820000,,,0 days 00:00:50.503000,0 days 00:00:26.462000,,0 days 00:43:58.050000,0 days 00:44:24.519000,179.0,192.0,290.0,180.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:27:32.198000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:45:55.235000,VER,1,0 days 00:01:30.757000,7.0,2.0,,,0 days 00:00:29.028000,0 days 00:00:38.834000,0 days 00:00:22.895000,0 days 00:44:53.506000,0 days 00:45:32.340000,0 days 00:45:55.235000,239.0,271.0,288.0,322.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:44:24.478000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 00:47:41.539000,VER,1,0 days 00:01:46.304000,8.0,2.0,,0 days 00:47:39.679000,0 days 00:00:34.026000,0 days 00:00:43.650000,0 days 00:00:28.628000,0 days 00:46:29.261000,0 days 00:47:12.911000,0 days 00:47:41.539000,216.0,233.0,,255.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:45:55.235000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 01:06:14.287000,VER,1,,9.0,3.0,0 days 01:04:23.289000,,,0 days 00:00:50.618000,0 days 00:00:24.790000,,0 days 01:05:49.563000,0 days 01:06:14.316000,165.0,212.0,290.0,179.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:47:41.539000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 01:07:45.030000,VER,1,0 days 00:01:30.743000,10.0,3.0,,,0 days 00:00:28.995000,0 days 00:00:38.987000,0 days 00:00:22.761000,0 days 01:06:43.282000,0 days 01:07:22.269000,0 days 01:07:45.030000,239.0,271.0,289.0,321.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:06:14.287000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 01:09:31.544000,VER,1,0 days 00:01:46.514000,11.0,3.0,,0 days 01:09:29.759000,0 days 00:00:32.873000,0 days 00:00:44.261000,0 days 00:00:29.380000,0 days 01:08:17.903000,0 days 01:09:02.164000,0 days 01:09:31.544000,207.0,194.0,,266.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:07:45.030000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 01:13:44.933000,VER,1,,12.0,4.0,0 days 01:11:48.452000,,,0 days 00:00:52.576000,0 days 00:00:29.414000,,0 days 01:13:15.560000,0 days 01:13:45.091000,193.0,222.0,290.0,175.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:09:31.544000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 01:15:15.614000,VER,1,0 days 00:01:30.681000,13.0,4.0,,,0 days 00:00:28.970000,0 days 00:00:38.832000,0 days 00:00:22.879000,0 days 01:14:13.903000,0 days 01:14:52.735000,0 days 01:15:15.614000,239.0,271.0,289.0,322.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:13:44.933000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 01:17:12.228000,VER,1,0 days 00:01:56.614000,14.0,4.0,,0 days 01:17:08.602000,0 days 00:00:37.699000,0 days 00:00:45.288000,0 days 00:00:33.627000,0 days 01:15:53.313000,0 days 01:16:38.601000,0 days 01:17:12.228000,202.0,233.0,,203.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:15:15.614000,,12,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:23:35.872000,SAI,55,,1.0,1.0,0 days 00:21:28.593000,,,0 days 00:00:48.149000,0 days 00:00:46.793000,,0 days 00:22:49.154000,0 days 00:23:35.889000,207.0,210.0,287.0,187.0,False,SOFT,1.0,True,Ferrari,0 days 00:21:28.593000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:25:07.439000,SAI,55,0 days 00:01:31.567000,2.0,1.0,,,0 days 00:00:29.394000,0 days 00:00:39.218000,0 days 00:00:22.955000,0 days 00:24:05.266000,0 days 00:24:44.484000,0 days 00:25:07.439000,240.0,268.0,287.0,315.0,True,SOFT,2.0,True,Ferrari,0 days 00:23:35.872000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 00:27:04.319000,SAI,55,0 days 00:01:56.880000,3.0,1.0,,0 days 00:27:02.541000,0 days 00:00:38.745000,0 days 00:00:49.485000,0 days 00:00:28.650000,0 days 00:25:46.184000,0 days 00:26:35.669000,0 days 00:27:04.319000,124.0,206.0,,243.0,False,SOFT,3.0,True,Ferrari,0 days 00:25:07.439000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:44:58.391000,SAI,55,,4.0,2.0,0 days 00:43:11.405000,,,0 days 00:00:47.193000,0 days 00:00:26.867000,,0 days 00:44:31.566000,0 days 00:44:58.433000,216.0,231.0,287.0,189.0,False,SOFT,4.0,False,Ferrari,0 days 00:27:04.319000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:46:30.136000,SAI,55,0 days 00:01:31.745000,5.0,2.0,,,0 days 00:00:29.399000,0 days 00:00:39.385000,0 days 00:00:22.961000,0 days 00:45:27.790000,0 days 00:46:07.175000,0 days 00:46:30.136000,238.0,269.0,284.0,315.0,True,SOFT,5.0,False,Ferrari,0 days 00:44:58.391000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 00:48:22.064000,SAI,55,0 days 00:01:51.928000,6.0,2.0,,0 days 00:48:20.255000,0 days 00:00:36.946000,0 days 00:00:46.418000,0 days 00:00:28.564000,0 days 00:47:07.082000,0 days 00:47:53.500000,0 days 00:48:22.064000,196.0,211.0,,220.0,False,SOFT,6.0,False,Ferrari,0 days 00:46:30.136000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:53:08.474000,SAI,55,,7.0,3.0,0 days 00:51:14.393000,,,0 days 00:00:49.140000,0 days 00:00:29.688000,,0 days 00:52:38.818000,0 days 00:53:08.620000,214.0,225.0,288.0,161.0,False,SOFT,1.0,True,Ferrari,0 days 00:48:22.064000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:54:39.261000,SAI,55,0 days 00:01:30.787000,8.0,3.0,,,0 days 00:00:29.089000,0 days 00:00:38.885000,0 days 00:00:22.813000,0 days 00:53:37.563000,0 days 00:54:16.448000,0 days 00:54:39.261000,240.0,269.0,287.0,315.0,True,SOFT,2.0,True,Ferrari,0 days 00:53:08.474000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 00:56:36.829000,SAI,55,0 days 00:01:57.568000,9.0,3.0,,0 days 00:56:35.028000,0 days 00:00:37.513000,0 days 00:00:49.744000,0 days 00:00:30.311000,0 days 00:55:16.774000,0 days 00:56:06.518000,0 days 00:56:36.829000,180.0,191.0,,227.0,False,SOFT,3.0,True,Ferrari,0 days 00:54:39.261000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 01:06:03.963000,SAI,55,,10.0,4.0,0 days 01:04:16.319000,,,0 days 00:00:46.979000,0 days 00:00:26.663000,,0 days 01:05:37.357000,0 days 01:06:03.996000,216.0,225.0,288.0,191.0,False,SOFT,1.0,True,Ferrari,0 days 00:56:36.829000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 01:07:34.650000,SAI,55,0 days 00:01:30.687000,11.0,4.0,,,0 days 00:00:29.036000,0 days 00:00:38.842000,0 days 00:00:22.809000,0 days 01:06:32.999000,0 days 01:07:11.841000,0 days 01:07:34.650000,240.0,270.0,284.0,315.0,True,SOFT,2.0,True,Ferrari,0 days 01:06:03.963000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 01:09:30.813000,SAI,55,0 days 00:01:56.163000,12.0,4.0,,0 days 01:09:29.055000,0 days 00:00:37.578000,0 days 00:00:49.601000,0 days 00:00:28.984000,0 days 01:08:12.228000,0 days 01:09:01.829000,0 days 01:09:30.813000,174.0,189.0,,235.0,False,SOFT,3.0,True,Ferrari,0 days 01:07:34.650000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 01:13:25.274000,SAI,55,,13.0,5.0,0 days 01:11:35.873000,,,0 days 00:00:49.922000,0 days 00:00:26.408000,,0 days 01:12:58.867000,0 days 01:13:25.307000,216.0,213.0,288.0,198.0,False,SOFT,1.0,True,Ferrari,0 days 01:09:30.813000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 01:14:56.013000,SAI,55,0 days 00:01:30.739000,14.0,5.0,,,0 days 00:00:29.046000,0 days 00:00:38.985000,0 days 00:00:22.708000,0 days 01:13:54.320000,0 days 01:14:33.305000,0 days 01:14:56.013000,241.0,269.0,286.0,315.0,False,SOFT,2.0,True,Ferrari,0 days 01:13:25.274000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 01:17:00.217000,SAI,55,0 days 00:02:04.204000,15.0,5.0,,0 days 01:16:55.225000,0 days 00:00:38.814000,0 days 00:00:50.326000,0 days 00:00:35.064000,0 days 01:15:34.827000,0 days 01:16:25.153000,0 days 01:17:00.217000,179.0,190.0,,212.0,False,SOFT,3.0,True,Ferrari,0 days 01:14:56.013000,,12,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:20:49.182000,PER,11,,1.0,1.0,0 days 00:19:02.724000,,,0 days 00:00:48.031000,0 days 00:00:24.984000,,0 days 00:20:24.236000,0 days 00:20:49.194000,176.0,205.0,289.0,182.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:19:02.724000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:22:21.565000,PER,11,0 days 00:01:32.383000,2.0,1.0,,,0 days 00:00:29.787000,0 days 00:00:39.415000,0 days 00:00:23.181000,0 days 00:21:18.969000,0 days 00:21:58.384000,0 days 00:22:21.565000,237.0,269.0,286.0,318.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:20:49.182000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 00:24:23.605000,PER,11,0 days 00:02:02.040000,3.0,1.0,,0 days 00:24:20.823000,0 days 00:00:36.698000,0 days 00:00:52.932000,0 days 00:00:32.410000,0 days 00:22:58.263000,0 days 00:23:51.195000,0 days 00:24:23.605000,185.0,106.0,,218.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:22:21.565000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:32:26.776000,PER,11,,4.0,2.0,0 days 00:30:14.376000,,,0 days 00:00:57.048000,0 days 00:00:40.987000,,0 days 00:31:45.852000,0 days 00:32:26.954000,197.0,130.0,287.0,162.0,False,SOFT,4.0,False,Red Bull Racing,0 days 00:24:23.605000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:33:59.087000,PER,11,0 days 00:01:32.311000,5.0,2.0,,,0 days 00:00:29.807000,0 days 00:00:39.462000,0 days 00:00:23.042000,0 days 00:32:56.583000,0 days 00:33:36.045000,0 days 00:33:59.087000,236.0,269.0,289.0,320.0,True,SOFT,5.0,False,Red Bull Racing,0 days 00:32:26.776000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 00:35:49.766000,PER,11,0 days 00:01:50.679000,6.0,2.0,,0 days 00:35:47.701000,0 days 00:00:34.594000,0 days 00:00:44.446000,0 days 00:00:31.639000,0 days 00:34:33.681000,0 days 00:35:18.127000,0 days 00:35:49.766000,208.0,208.0,,229.0,False,SOFT,6.0,False,Red Bull Racing,0 days 00:33:59.087000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:44:30.743000,PER,11,,7.0,3.0,0 days 00:42:38.176000,,,0 days 00:00:49.580000,0 days 00:00:27.264000,,0 days 00:44:03.487000,0 days 00:44:30.743000,194.0,159.0,290.0,158.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:35:49.766000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:46:02.120000,PER,11,0 days 00:01:31.377000,8.0,3.0,,,0 days 00:00:29.371000,0 days 00:00:39.018000,0 days 00:00:22.988000,0 days 00:45:00.114000,0 days 00:45:39.132000,0 days 00:46:02.120000,238.0,270.0,289.0,323.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:44:30.743000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 00:47:50.462000,PER,11,0 days 00:01:48.342000,9.0,3.0,,0 days 00:47:48.711000,0 days 00:00:34.624000,0 days 00:00:44.983000,0 days 00:00:28.735000,0 days 00:46:36.744000,0 days 00:47:21.727000,0 days 00:47:50.462000,216.0,227.0,,233.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:46:02.120000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:53:40.467000,PER,11,,10.0,4.0,0 days 00:51:53.095000,,,0 days 00:00:46.542000,0 days 00:00:24.872000,,0 days 00:53:15.620000,0 days 00:53:40.592000,187.0,226.0,289.0,167.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:47:50.462000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:55:11.475000,PER,11,0 days 00:01:31.008000,11.0,4.0,,,0 days 00:00:29.165000,0 days 00:00:39.097000,0 days 00:00:22.746000,0 days 00:54:09.632000,0 days 00:54:48.729000,0 days 00:55:11.475000,241.0,270.0,289.0,322.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:53:40.467000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 00:57:04.552000,PER,11,0 days 00:01:53.077000,12.0,4.0,,0 days 00:57:02.354000,0 days 00:00:34.390000,0 days 00:00:45.579000,0 days 00:00:33.108000,0 days 00:55:45.865000,0 days 00:56:31.444000,0 days 00:57:04.552000,218.0,199.0,,209.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:55:11.475000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 01:06:19.271000,PER,11,,13.0,5.0,0 days 01:04:26.650000,,,0 days 00:00:51.826000,0 days 00:00:26.054000,,0 days 01:05:53.258000,0 days 01:06:19.271000,198.0,183.0,291.0,157.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:57:04.552000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 01:07:50.284000,PER,11,0 days 00:01:31.013000,14.0,5.0,,,0 days 00:00:29.152000,0 days 00:00:39.110000,0 days 00:00:22.751000,0 days 01:06:48.423000,0 days 01:07:27.533000,0 days 01:07:50.284000,239.0,270.0,290.0,323.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:06:19.271000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 01:09:39.457000,PER,11,0 days 00:01:49.173000,15.0,5.0,,0 days 01:09:37.588000,0 days 00:00:35.066000,0 days 00:00:45.193000,0 days 00:00:28.914000,0 days 01:08:25.350000,0 days 01:09:10.543000,0 days 01:09:39.457000,217.0,226.0,,213.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:07:50.284000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 01:13:50.672000,PER,11,,16.0,6.0,0 days 01:11:52.513000,,,0 days 00:00:51.868000,0 days 00:00:29.243000,,0 days 01:13:21.510000,0 days 01:13:50.853000,177.0,164.0,290.0,150.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:09:39.457000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 01:15:21.593000,PER,11,0 days 00:01:30.921000,17.0,6.0,,,0 days 00:00:29.180000,0 days 00:00:38.894000,0 days 00:00:22.847000,0 days 01:14:19.852000,0 days 01:14:58.746000,0 days 01:15:21.593000,239.0,269.0,288.0,322.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:13:50.672000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 01:17:14.157000,PER,11,,18.0,6.0,,0 days 01:17:14.157000,0 days 00:00:37.581000,0 days 00:00:46.592000,,0 days 01:15:59.230000,0 days 01:16:45.761000,,185.0,239.0,,202.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:15:21.593000,,12,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:25:19.614000,HAM,44,,1.0,1.0,0 days 00:23:21.926000,,,0 days 00:00:48.798000,0 days 00:00:29.577000,,0 days 00:24:50.101000,0 days 00:25:19.649000,94.0,239.0,285.0,167.0,False,SOFT,1.0,True,Mercedes,0 days 00:23:21.926000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:26:51.899000,HAM,44,0 days 00:01:32.285000,2.0,1.0,,,0 days 00:00:29.549000,0 days 00:00:39.740000,0 days 00:00:22.996000,0 days 00:25:49.163000,0 days 00:26:28.903000,0 days 00:26:51.899000,238.0,266.0,286.0,314.0,True,SOFT,2.0,True,Mercedes,0 days 00:25:19.614000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 00:29:12.479000,HAM,44,0 days 00:02:20.580000,3.0,1.0,,,0 days 00:00:41.984000,0 days 00:01:08.030000,0 days 00:00:30.566000,0 days 00:27:33.883000,0 days 00:28:41.913000,0 days 00:29:12.479000,146.0,160.0,283.0,237.0,False,SOFT,3.0,True,Mercedes,0 days 00:26:51.899000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 00:30:44.975000,HAM,44,0 days 00:01:32.496000,4.0,1.0,,,0 days 00:00:29.874000,0 days 00:00:39.472000,0 days 00:00:23.150000,0 days 00:29:42.353000,0 days 00:30:21.825000,0 days 00:30:44.975000,237.0,266.0,282.0,309.0,False,SOFT,4.0,True,Mercedes,0 days 00:29:12.479000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 00:32:38.070000,HAM,44,0 days 00:01:53.095000,5.0,1.0,,0 days 00:32:36.357000,0 days 00:00:34.900000,0 days 00:00:44.627000,0 days 00:00:33.568000,0 days 00:31:19.875000,0 days 00:32:04.502000,0 days 00:32:38.070000,184.0,244.0,,282.0,False,SOFT,5.0,True,Mercedes,0 days 00:30:44.975000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:45:15.444000,HAM,44,,6.0,2.0,0 days 00:43:28.222000,,,0 days 00:00:45.127000,0 days 00:00:29.641000,,0 days 00:44:45.883000,0 days 00:45:15.444000,214.0,220.0,285.0,184.0,False,SOFT,1.0,True,Mercedes,0 days 00:32:38.070000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:46:46.940000,HAM,44,0 days 00:01:31.496000,7.0,2.0,,,0 days 00:00:29.440000,0 days 00:00:39.234000,0 days 00:00:22.822000,0 days 00:45:44.884000,0 days 00:46:24.118000,0 days 00:46:46.940000,239.0,266.0,285.0,315.0,True,SOFT,2.0,True,Mercedes,0 days 00:45:15.444000,,1,,,,False,True,1,Bahrain Grand Prix,2022
0 days 00:48:37.270000,HAM,44,0 days 00:01:50.330000,8.0,2.0,,0 days 00:48:35.478000,0 days 00:00:35.901000,0 days 00:00:45.155000,0 days 00:00:29.274000,0 days 00:47:22.841000,0 days 00:48:07.996000,0 days 00:48:37.270000,202.0,199.0,,229.0,False,SOFT,3.0,True,Mercedes,0 days 00:46:46.940000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:54:02.856000,HAM,44,,9.0,3.0,0 days 00:52:15.110000,,,0 days 00:00:43.321000,0 days 00:00:31.060000,,0 days 00:53:31.815000,0 days 00:54:03.035000,221.0,251.0,285.0,178.0,False,SOFT,1.0,True,Mercedes,0 days 00:48:37.270000,,1,,,,False,False,1,Bahrain Grand Prix,2022
0 days 00:55:33.904000,HAM,44,0 days 00:01:31.048000,10.0,3.0,,,0 days 00:00:29.100000,0 days 00:00:39.038000,0 days 00:00:22.910000,0 days 00:54:31.956000,0 days 00:55:10.994000,0 days 00:55:33.904000,240.0,268.0,285.0,314.0,True,SOFT,2.0,True,Mercedes,0 days 00:54:02.856000,,1,,,,False,True,1,Bahrain Grand Prix,2022
